job_idx,rank,cv_id,candidate,experience_years,nb_skills,matched_skills,keyword_score,skills_score,experience_score,global_score,label,job_snippet
99,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",6.76,0.0,20.0,7.38,❌ Écarté,Votre prochain défi professionnel en tant qu'ingénieur logiciel senior ! Nous re...
100,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",43.78,25.0,20.0,33.39,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
100,2,4,Candidat_4,1,16,"python, flask, fastapi, spark, airflow, git, machine learning, deep learning",11.74,12.5,60.0,21.62,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
100,3,2,Candidat_2,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",8.47,14.29,60.0,20.52,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
100,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.77,0.0,60.0,15.88,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
100,5,3,Candidat_3,5,0,,1.97,0.0,60.0,12.98,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
101,1,2,Candidat_2,3,10,"sql, java, javascript, react, node, docker, git, postgresql",57.68,50.0,60.0,55.84,🔶 À évaluer,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
101,2,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",46.46,27.27,20.0,35.41,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
101,3,3,Candidat_3,9,10,"python, java, javascript, django, flask, azure, machine learning, data science",19.84,30.0,60.0,30.92,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
101,4,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",17.51,16.67,60.0,25.76,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
101,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.77,0.0,60.0,17.38,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
102,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",56.12,30.0,60.0,49.06,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Busi...
102,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.56,0.0,60.0,17.28,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Busi...
102,3,2,Candidat_2,20,23,"sql, java, javascript, react, angular, node, kafka, docker",4.33,8.7,60.0,16.77,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Busi...
102,4,3,Candidat_3,20,23,"sql, java, javascript, react, angular, node, kafka, docker",4.33,8.7,60.0,16.77,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Busi...
102,5,4,Candidat_4,3,20,"sql, java, javascript, typescript, react, angular, node, docker",2.27,5.0,60.0,14.63,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Busi...
103,1,1,Candidat_1,11,6,"typescript, react, node, git, agile, api",10.0,66.67,60.0,37.0,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
103,2,2,Candidat_2,1,8,"java, javascript, react, node, git, mongodb, api, rest",19.83,37.5,60.0,33.16,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
103,3,3,Candidat_3,3,6,"java, react, aws, excel, data science, rest",8.04,16.67,60.0,21.02,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
103,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.96,0.0,60.0,16.98,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
103,5,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",9.12,0.0,60.0,16.56,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
104,1,1,Candidat_1,2,6,"python, sql, spark, hadoop, power bi, data analyst",21.86,66.67,60.0,42.93,❌ Écarté,Votre prochain défi professionnel est une opportunité d'évoluer en tant que Data...
104,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",16.04,33.33,60.0,30.02,❌ Écarté,Votre prochain défi professionnel est une opportunité d'évoluer en tant que Data...
104,3,3,Candidat_3,2,6,"python, sql, java, react, aws, postgresql",2.18,33.33,60.0,23.09,❌ Écarté,Votre prochain défi professionnel est une opportunité d'évoluer en tant que Data...
104,4,2,Candidat_2,4,9,"sql, docker, kubernetes, aws, terraform, git, excel, devops",0.92,11.11,60.0,15.79,❌ Écarté,Votre prochain défi professionnel est une opportunité d'évoluer en tant que Data...
104,5,4,Candidat_4,11,6,"typescript, react, node, git, agile, api",2.75,0.0,60.0,13.38,❌ Écarté,Votre prochain défi professionnel est une opportunité d'évoluer en tant que Data...
105,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",10.73,72.73,60.0,39.18,❌ Écarté,Mission passionnante pour un Cloud Solution Architect expérimenté ! Nous recherc...
105,2,3,Candidat_3,1,2,"react, angular",54.02,0.0,60.0,39.01,❌ Écarté,Mission passionnante pour un Cloud Solution Architect expérimenté ! Nous recherc...
105,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.77,33.33,60.0,26.88,❌ Écarté,Mission passionnante pour un Cloud Solution Architect expérimenté ! Nous recherc...
105,4,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",11.32,16.67,60.0,22.66,❌ Écarté,Mission passionnante pour un Cloud Solution Architect expérimenté ! Nous recherc...
105,5,2,Candidat_2,3,1,react,10.55,0.0,60.0,17.27,❌ Écarté,Mission passionnante pour un Cloud Solution Architect expérimenté ! Nous recherc...
106,1,4,Candidat_4,3,10,"sql, java, javascript, react, node, docker, git, postgresql",46.48,30.0,60.0,44.24,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
106,2,3,Candidat_3,8,4,"sql, aws, azure, rest",14.25,75.0,60.0,41.62,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
106,3,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",42.84,33.33,20.0,35.42,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
106,4,2,Candidat_2,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",16.28,36.84,60.0,31.19,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
106,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",14.88,33.33,60.0,29.44,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe en tant que ..."
107,1,5,Candidat_5,1,3,"machine learning, deep learning, devops",24.8,66.67,60.0,44.4,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre une équipe dynamique en t..."
107,2,2,Candidat_2,2,6,"python, sql, java, react, aws, postgresql",5.61,83.33,60.0,39.8,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre une équipe dynamique en t..."
107,3,4,Candidat_4,3,4,"git, agile, api, rest",3.62,75.0,60.0,36.31,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre une équipe dynamique en t..."
107,4,1,Candidat_1,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",13.32,47.37,60.0,32.87,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre une équipe dynamique en t..."
107,5,3,Candidat_3,1,24,"python, sql, angular, django, fastapi, docker, azure, git",14.32,37.5,60.0,30.41,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre une équipe dynamique en t..."
108,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",14.33,54.55,60.0,35.53,❌ Écarté,"
   Mission passionnante pour un expert en DevOps ! Nous recherchons un architec..."
108,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.97,33.33,60.0,27.48,❌ Écarté,"
   Mission passionnante pour un expert en DevOps ! Nous recherchons un architec..."
108,3,3,Candidat_3,18,25,"python, sql, java, javascript, react, angular, django, docker",11.69,28.0,60.0,26.25,❌ Écarté,"
   Mission passionnante pour un expert en DevOps ! Nous recherchons un architec..."
108,4,2,Candidat_2,2,7,"python, sql, java, git, postgresql, mongodb, mysql",15.54,14.29,60.0,24.06,❌ Écarté,"
   Mission passionnante pour un expert en DevOps ! Nous recherchons un architec..."
108,5,4,Candidat_4,2,2,"python, oracle",3.33,0.0,60.0,13.66,❌ Écarté,"
   Mission passionnante pour un expert en DevOps ! Nous recherchons un architec..."
109,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",54.76,60.0,60.0,57.38,🔶 À évaluer,"Mission passionnante pour un Data Analyst expérimenté en analyse de données, mod..."
109,2,2,Candidat_2,7,2,"vue, git",0.41,50.0,60.0,27.2,❌ Écarté,"Mission passionnante pour un Data Analyst expérimenté en analyse de données, mod..."
109,3,3,Candidat_3,2,6,"python, sql, java, react, aws, postgresql",2.74,33.33,60.0,23.37,❌ Écarté,"Mission passionnante pour un Data Analyst expérimenté en analyse de données, mod..."
109,4,4,Candidat_4,1,13,"sql, java, angular, vue, docker, git, mongodb, mysql",5.22,23.08,60.0,21.53,❌ Écarté,"Mission passionnante pour un Data Analyst expérimenté en analyse de données, mod..."
109,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.18,0.0,60.0,16.59,❌ Écarté,"Mission passionnante pour un Data Analyst expérimenté en analyse de données, mod..."
110,1,1,Candidat_1,1,7,"react, angular, git, power bi, tableau, api, rest",50.65,14.29,60.0,41.61,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
110,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.53,0.0,60.0,16.77,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
110,3,3,Candidat_3,2,1,devops,8.53,0.0,60.0,16.27,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
110,4,4,Candidat_4,7,6,"machine learning, deep learning, nlp, computer vision, data science, llm",7.08,0.0,60.0,15.54,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
110,5,2,Candidat_2,2,10,"sql, java, react, angular, docker, devops, ci/cd, agile",6.0,0.0,60.0,15.0,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
111,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",37.81,8.33,20.0,25.4,❌ Écarté,Mission passionnante pour un jeune professionnel en cybersécurité ! Nous recherc...
111,2,2,Candidat_2,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",11.3,12.5,60.0,21.4,❌ Écarté,Mission passionnante pour un jeune professionnel en cybersécurité ! Nous recherc...
111,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.99,0.0,60.0,16.5,❌ Écarté,Mission passionnante pour un jeune professionnel en cybersécurité ! Nous recherc...
111,4,3,Candidat_3,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",8.59,0.0,60.0,16.3,❌ Écarté,Mission passionnante pour un jeune professionnel en cybersécurité ! Nous recherc...
111,5,4,Candidat_4,6,8,"python, java, machine learning, deep learning, nlp, data science, api, llm",2.03,0.0,60.0,13.02,❌ Écarté,Mission passionnante pour un jeune professionnel en cybersécurité ! Nous recherc...
112,1,2,Candidat_2,4,14,"python, sql, java, javascript, git, linux, machine learning, deep learning",50.67,7.14,60.0,39.48,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
112,2,1,Candidat_1,2,6,"react, node, excel, data science, api, rest",6.36,33.33,60.0,25.18,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
112,3,3,Candidat_3,2,16,"sql, java, javascript, typescript, react, angular, node, aws",5.93,25.0,60.0,22.46,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
112,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.29,0.0,60.0,16.64,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
112,5,4,Candidat_4,23,0,,0.66,0.0,60.0,12.33,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de développe..."
113,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",56.34,20.0,60.0,46.17,🔶 À évaluer,Mission passionnante pour un Cyber Security Analyst pour rejoindre notre équipe ...
113,2,3,Candidat_3,6,1,git,3.24,100.0,60.0,43.62,❌ Écarté,Mission passionnante pour un Cyber Security Analyst pour rejoindre notre équipe ...
113,3,2,Candidat_2,18,25,"python, sql, java, javascript, react, angular, django, docker",6.96,32.0,60.0,25.08,❌ Écarté,Mission passionnante pour un Cyber Security Analyst pour rejoindre notre équipe ...
113,4,4,Candidat_4,2,6,"python, sql, spark, hadoop, power bi, data analyst",11.36,16.67,60.0,22.68,❌ Écarté,Mission passionnante pour un Cyber Security Analyst pour rejoindre notre équipe ...
113,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",6.94,0.0,60.0,15.47,❌ Écarté,Mission passionnante pour un Cyber Security Analyst pour rejoindre notre équipe ...
114,1,1,Candidat_1,1,2,"react, angular",63.29,0.0,60.0,43.64,❌ Écarté,Mission passionnante pour un développeur expérimenté en PHP et en technologies W...
114,2,2,Candidat_2,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",47.25,22.22,60.0,42.29,❌ Écarté,Mission passionnante pour un développeur expérimenté en PHP et en technologies W...
114,3,3,Candidat_3,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",14.2,22.22,60.0,25.77,❌ Écarté,Mission passionnante pour un développeur expérimenté en PHP et en technologies W...
114,4,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",8.55,16.67,60.0,21.28,❌ Écarté,Mission passionnante pour un développeur expérimenté en PHP et en technologies W...
114,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.29,0.0,60.0,16.64,❌ Écarté,Mission passionnante pour un développeur expérimenté en PHP et en technologies W...
115,1,4,Candidat_4,3,6,"java, angular, vue, excel, scrum, api",51.47,0.0,60.0,37.73,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de recherche..."
115,2,1,Candidat_1,4,6,"spark, git, machine learning, deep learning, devops, rest",17.54,50.0,60.0,35.77,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de recherche..."
115,3,5,Candidat_5,4,2,"react, elasticsearch",11.65,0.0,60.0,17.82,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de recherche..."
115,4,3,Candidat_3,20,23,"sql, java, javascript, react, angular, node, kafka, docker",1.46,8.7,60.0,15.34,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de recherche..."
115,5,2,Candidat_2,20,23,"sql, java, javascript, react, angular, node, kafka, docker",1.46,8.7,60.0,15.34,❌ Écarté,"
   Votre prochain défi professionnel est de rejoindre notre équipe de recherche..."
116,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",68.75,40.0,60.0,58.38,🔶 À évaluer,"
   Mission passionnante pour un Ingénieur Logiciel & DevOps expérimenté ! Nous ..."
116,2,3,Candidat_3,6,16,"python, java, javascript, react, angular, node, docker, kubernetes",14.72,56.25,60.0,36.23,❌ Écarté,"
   Mission passionnante pour un Ingénieur Logiciel & DevOps expérimenté ! Nous ..."
116,3,2,Candidat_2,4,14,"python, sql, java, linux, machine learning, scikit-learn, pandas, power bi",21.05,28.57,60.0,31.1,❌ Écarté,"
   Mission passionnante pour un Ingénieur Logiciel & DevOps expérimenté ! Nous ..."
116,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.59,33.33,60.0,27.79,❌ Écarté,"
   Mission passionnante pour un Ingénieur Logiciel & DevOps expérimenté ! Nous ..."
116,5,4,Candidat_4,11,0,,9.2,0.0,60.0,16.6,❌ Écarté,"
   Mission passionnante pour un Ingénieur Logiciel & DevOps expérimenté ! Nous ..."
117,1,3,Candidat_3,7,3,"docker, devops, api",63.84,33.33,60.0,53.92,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Seni...
117,2,1,Candidat_1,0,4,"excel, elasticsearch, devops, ci/cd",52.05,25.0,20.0,37.52,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Seni...
117,3,2,Candidat_2,1,4,"sql, azure, machine learning, nlp",9.11,50.0,60.0,31.55,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Seni...
117,4,4,Candidat_4,1,0,,24.44,0.0,60.0,24.22,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Seni...
117,5,5,Candidat_5,4,2,"react, elasticsearch",11.32,0.0,60.0,17.66,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Seni...
118,1,1,Candidat_1,5,6,"docker, azure, terraform, git, devops, ci/cd",19.33,33.33,60.0,31.66,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
118,2,2,Candidat_2,4,6,"java, javascript, react, node, git, rest",38.42,0.0,60.0,31.21,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
118,3,3,Candidat_3,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",36.65,0.0,60.0,30.32,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
118,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.82,33.33,60.0,27.41,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
118,5,4,Candidat_4,7,3,"agile, api, rest",4.77,0.0,60.0,14.38,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
119,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",36.22,33.33,20.0,32.11,❌ Écarté,"
   Opportunité pour un expert en systèmes Linux et DevOps de rejoindre notre éq..."
119,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.38,33.33,60.0,27.19,❌ Écarté,"
   Opportunité pour un expert en systèmes Linux et DevOps de rejoindre notre éq..."
119,3,2,Candidat_2,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",14.01,25.0,60.0,26.5,❌ Écarté,"
   Opportunité pour un expert en systèmes Linux et DevOps de rejoindre notre éq..."
119,4,3,Candidat_3,8,4,"sql, aws, azure, rest",12.21,25.0,60.0,25.61,❌ Écarté,"
   Opportunité pour un expert en systèmes Linux et DevOps de rejoindre notre éq..."
119,5,4,Candidat_4,4,3,"git, nlp, rest",5.15,33.33,60.0,24.57,❌ Écarté,"
   Opportunité pour un expert en systèmes Linux et DevOps de rejoindre notre éq..."
120,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",47.16,30.0,60.0,44.58,❌ Écarté,Nous sommes à la recherche d'un Ingénieur Data Analyst pour rejoindre notre équi...
120,2,2,Candidat_2,5,10,"python, node, machine learning, deep learning, computer vision, excel, data science, data analyst",14.68,10.0,60.0,22.34,❌ Écarté,Nous sommes à la recherche d'un Ingénieur Data Analyst pour rejoindre notre équi...
120,3,4,Candidat_4,5,8,"sql, angular, docker, azure, devops, agile, scrum, microservices",7.93,12.5,60.0,19.71,❌ Écarté,Nous sommes à la recherche d'un Ingénieur Data Analyst pour rejoindre notre équi...
120,4,3,Candidat_3,2,6,"python, sql, java, react, aws, postgresql",1.91,16.67,60.0,17.96,❌ Écarté,Nous sommes à la recherche d'un Ingénieur Data Analyst pour rejoindre notre équi...
120,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.41,0.0,60.0,17.2,❌ Écarté,Nous sommes à la recherche d'un Ingénieur Data Analyst pour rejoindre notre équi...
121,1,1,Candidat_1,1,7,"react, angular, git, power bi, tableau, api, rest",63.78,28.57,60.0,52.46,🔶 À évaluer,Opportunité pour un expert en développement Full Stack ! Nous proposons un poste...
121,2,2,Candidat_2,3,13,"sql, java, javascript, typescript, react, angular, vue, node",13.7,23.08,60.0,25.77,❌ Écarté,Opportunité pour un expert en développement Full Stack ! Nous proposons un poste...
121,3,3,Candidat_3,10,6,"python, git, machine learning, data science, mlops, api",11.58,0.0,60.0,17.79,❌ Écarté,Opportunité pour un expert en développement Full Stack ! Nous proposons un poste...
121,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.58,0.0,60.0,17.29,❌ Écarté,Opportunité pour un expert en développement Full Stack ! Nous proposons un poste...
121,5,4,Candidat_4,0,5,"kubernetes, azure, linux, excel, devops",19.83,0.0,20.0,13.91,❌ Écarté,Opportunité pour un expert en développement Full Stack ! Nous proposons un poste...
122,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",37.4,40.0,100.0,50.7,🔶 À évaluer,"
   Opportunité pour un expert en analyse de données chez notre entreprise. 
   ..."
122,2,3,Candidat_3,2,19,"python, java, javascript, react, angular, node, django, flask",51.32,15.79,40.0,38.4,❌ Écarté,"
   Opportunité pour un expert en analyse de données chez notre entreprise. 
   ..."
122,3,5,Candidat_5,3,10,"sql, node, docker, azure, terraform, linux, excel, postgresql",4.58,30.0,60.0,23.29,❌ Écarté,"
   Opportunité pour un expert en analyse de données chez notre entreprise. 
   ..."
122,4,2,Candidat_2,1,3,"python, terraform, devops",3.71,33.33,20.0,15.85,❌ Écarté,"
   Opportunité pour un expert en analyse de données chez notre entreprise. 
   ..."
122,5,4,Candidat_4,2,1,rest,1.26,0.0,40.0,8.63,❌ Écarté,"
   Opportunité pour un expert en analyse de données chez notre entreprise. 
   ..."
123,1,1,Candidat_1,4,6,"spark, git, machine learning, deep learning, devops, rest",18.69,33.33,60.0,31.34,❌ Écarté,"
   Opportunité pour un expert en apprentissage automatique et deep learning. No..."
123,2,4,Candidat_4,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",11.93,12.5,60.0,21.71,❌ Écarté,"
   Opportunité pour un expert en apprentissage automatique et deep learning. No..."
123,3,3,Candidat_3,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",34.13,0.0,20.0,21.07,❌ Écarté,"
   Opportunité pour un expert en apprentissage automatique et deep learning. No..."
123,4,5,Candidat_5,2,16,"sql, java, javascript, typescript, react, angular, node, aws",2.66,12.5,60.0,17.08,❌ Écarté,"
   Opportunité pour un expert en apprentissage automatique et deep learning. No..."
123,5,2,Candidat_2,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",7.81,0.0,60.0,15.9,❌ Écarté,"
   Opportunité pour un expert en apprentissage automatique et deep learning. No..."
124,1,2,Candidat_2,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",52.98,11.11,60.0,41.82,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels et IoT à rejoindre ..."
124,2,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",11.59,54.55,60.0,34.16,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels et IoT à rejoindre ..."
124,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.69,33.33,60.0,27.34,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels et IoT à rejoindre ..."
124,4,3,Candidat_3,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",12.92,16.67,60.0,23.46,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels et IoT à rejoindre ..."
124,5,4,Candidat_4,11,6,"typescript, react, node, git, agile, api",5.35,16.67,60.0,19.68,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels et IoT à rejoindre ..."
125,1,1,Candidat_1,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",47.01,0.0,60.0,35.5,❌ Écarté,Nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ...
125,2,3,Candidat_3,2,10,"python, java, angular, spark, git, excel, oracle, devops",9.75,10.0,60.0,19.88,❌ Écarté,Nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ...
125,3,4,Candidat_4,2,10,"sql, angular, aws, azure, power bi, excel, mysql, data analyst",7.61,10.0,60.0,18.8,❌ Écarté,Nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ...
125,4,2,Candidat_2,3,7,"sql, react, angular, git, mysql, api, rest",11.49,0.0,60.0,17.75,❌ Écarté,Nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ...
125,5,5,Candidat_5,4,2,"react, elasticsearch",11.04,0.0,60.0,17.52,❌ Écarté,Nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ...
126,1,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",49.72,9.09,20.0,31.59,❌ Écarté,Nous sommes à la recherche d'un expert Devops & Développeur Full Stack PHP / JS ...
126,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.96,33.33,60.0,27.48,❌ Écarté,Nous sommes à la recherche d'un expert Devops & Développeur Full Stack PHP / JS ...
126,3,4,Candidat_4,7,6,"machine learning, deep learning, nlp, computer vision, data science, llm",9.74,0.0,60.0,16.87,❌ Écarté,Nous sommes à la recherche d'un expert Devops & Développeur Full Stack PHP / JS ...
126,4,2,Candidat_2,10,6,"python, git, machine learning, data science, mlops, api",6.2,0.0,60.0,15.1,❌ Écarté,Nous sommes à la recherche d'un expert Devops & Développeur Full Stack PHP / JS ...
126,5,3,Candidat_3,3,4,"git, agile, api, rest",0.49,0.0,60.0,12.24,❌ Écarté,Nous sommes à la recherche d'un expert Devops & Développeur Full Stack PHP / JS ...
127,1,3,Candidat_3,2,19,"python, java, javascript, react, angular, node, django, flask",48.99,52.63,60.0,52.28,🔶 À évaluer,"
   Opportunité pour un expert en développement backend à rejoindre notre équipe..."
127,2,1,Candidat_1,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",10.26,47.37,60.0,31.34,❌ Écarté,"
   Opportunité pour un expert en développement backend à rejoindre notre équipe..."
127,3,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",11.54,37.5,60.0,29.02,❌ Écarté,"
   Opportunité pour un expert en développement backend à rejoindre notre équipe..."
127,4,2,Candidat_2,2,1,devops,10.7,0.0,60.0,17.35,❌ Écarté,"
   Opportunité pour un expert en développement backend à rejoindre notre équipe..."
127,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.39,0.0,60.0,16.7,❌ Écarté,"
   Opportunité pour un expert en développement backend à rejoindre notre équipe..."
128,1,4,Candidat_4,6,1,git,1.68,100.0,60.0,42.84,❌ Écarté,"
   Opportunité pour un expert DevOps chez notre entreprise. Nous sommes actuell..."
128,2,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",12.22,72.73,60.0,39.93,❌ Écarté,"
   Opportunité pour un expert DevOps chez notre entreprise. Nous sommes actuell..."
128,3,2,Candidat_2,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",13.6,50.0,60.0,33.8,❌ Écarté,"
   Opportunité pour un expert DevOps chez notre entreprise. Nous sommes actuell..."
128,4,3,Candidat_3,2,6,"python, sql, java, react, aws, postgresql",4.46,50.0,60.0,29.23,❌ Écarté,"
   Opportunité pour un expert DevOps chez notre entreprise. Nous sommes actuell..."
128,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.41,33.33,60.0,28.2,❌ Écarté,"
   Opportunité pour un expert DevOps chez notre entreprise. Nous sommes actuell..."
129,1,3,Candidat_3,4,7,"sql, angular, excel, agile, scrum, api, rest",57.8,42.86,60.0,53.76,🔶 À évaluer,Opportunité pour un expert en intelligence artificielle et en apprentissage auto...
